smiles,sa_score,m,sigma,epsilon_k,distance,is_associating,vapor_pressure_Pa,liquid_density_mol_m3,vp_ratio_to_ref,rho_ratio_to_ref,property_distance,H_Pa,phi_inf,P_sat_solvent_Pa,H_ratio,tanimoto_to_nearest_train,epsilon_k_tree_std,H_eps_plus,H_eps_minus,H_sensitivity_pct,H_kij_plus,H_kij_minus,H_kij_sensitivity_pct
FC1=C(Cl)[C@H](F)C1(F)F,4.499728280942119,3.248914300000002,3.480404300000002,248.95079680000003,0.447839725622545,False,8244.983199064998,9470.782878708476,0.5074332072548501,0.8716404941873788,0.5090169034989936,31850.48202677777,1.5778147807728942,20186.45180340862,0.6163500065857143,0.22727272727272727,,26943.906436141806,41664.56538078412,42.91207355244045,93954.93381453994,23093.089111664438,121.08166021317932
FC1=C(Cl)[C@@H](F)C1(F)F,4.499728280942119,3.248914300000002,3.480404300000002,248.95079680000003,0.447839725622545,False,8244.983199064998,9470.782878708476,0.5074332072548501,0.8716404941873788,0.5090169034989936,31850.48202677777,1.5778147807728942,20186.45180340862,0.6163500065857143,0.22727272727272727,,26943.906436141806,41664.56538078412,42.91207355244045,93954.93381453994,23093.089111664438,121.08166021317932
C=C(C)[C@H](C)F,3.299505808554631,3.1717787,3.3823721000000018,242.13591190000005,0.4499708127929692,False,16040.28434678701,10430.860160218956,0.9871909662948648,0.960000901857076,0.0419999904369818,46694.29281721336,2.3131500905636475,20186.45180340862,0.9035978689807076,0.5714285714285714,,34778.839017861326,74101.89875436111,72.23143512999202,265401.89286192425,26487.460657585554,163.7020530715381
C=C(C)[C@@H](C)F,3.299505808554631,3.1717787,3.3823721000000018,242.13591190000005,0.4499708127929692,False,16040.28434678701,10430.860160218956,0.9871909662948648,0.960000901857076,0.0419999904369818,46694.29281721336,2.3131500905636475,20186.45180340862,0.9035978689807076,0.5714285714285714,,34778.839017861326,74101.89875436111,72.23143512999202,265401.89286192425,26487.460657585554,163.7020530715381
C=C1C(F)(F)CC1(F)F,4.160021713519264,3.2124767000000007,3.5077002000000004,239.12026429999997,0.4691559655623247,False,15156.2467262185,9204.718156918603,0.9327833302441452,0.8471533120233654,0.1669736228225713,43477.197450495856,2.1537810544374336,20186.45180340862,0.8413427122519602,0.2,,32720.499547603966,68816.43713923295,71.09912662218105,250866.01842817172,25467.745219257344,163.13480497916814
C=C1CC(F)(F)C1(F)F,4.10387555967311,3.2391184000000006,3.4733447,239.8814692,0.4761304203453737,False,13972.19382415939,9423.922237724346,0.859911409568867,0.8673276899780065,0.1929423619000081,41308.95431012374,2.0463702443808596,20186.45180340862,0.799384268021062,0.2,,31725.875780659713,63196.18614534088,66.30768385375954,209624.31351895284,25103.136145428172,157.22164377226227
FC(F)=C1CCC1(F)F,4.05330426140616,3.260864,3.5531104,239.1684999,0.4835372524077639,False,12811.748649062169,8742.154179403944,0.7884924141839187,0.8045813832696636,0.287965092715324,38634.42977599307,1.9138791775912487,20186.45180340862,0.7476285924605103,0.18181818181818182,,30186.259572915653,57918.47972063824,62.95284537491752,185973.21854026374,24380.0892583846,153.639732099252
FC(F)=C1CC(F)(F)C1,3.8432783568759055,3.273176200000001,3.5331538000000005,239.95493910000005,0.485258715794632,False,12086.920716774648,8872.909317534744,0.7438832556800824,0.8166153908778511,0.3150011136232972,37441.06485037868,1.8547620560071136,20186.45180340862,0.724535363317441,0.17647058823529413,,29632.766684662787,54904.19329122258,59.78787648330058,165921.38100973726,24172.618766741354,149.1354407921036
C/C=C(\F)[C@](C)(F)Cl,4.1484122109508785,3.288635199999999,3.7027845999999975,239.67501849999996,0.4891009999215651,False,10237.507531615343,7673.359228031825,0.6300620820734197,0.7062151793845196,0.4724019305040182,33670.50088006666,1.6679751948473267,20186.45180340862,0.6515698387775042,0.4117647058823529,,27437.58775912683,47642.01703381996,53.8213522311753,136816.37875391787,23127.35417956698,142.16127445472372
C/C=C(\F)[C@@](C)(F)Cl,4.1484122109508785,3.288635199999999,3.7027845999999975,239.67501849999996,0.4891009999215651,False,10237.507531615343,7673.359228031825,0.6300620820734197,0.7062151793845196,0.4724019305040182,33670.50088006666,1.6679751948473267,20186.45180340862,0.6515698387775042,0.4117647058823529,,27437.58775912683,47642.01703381996,53.8213522311753,136816.37875391787,23127.35417956698,142.16127445472372
C/C=C(/F)[C@](C)(F)Cl,4.1484122109508785,3.288635199999999,3.7027845999999975,239.67501849999996,0.4891009999215651,False,10237.507531615343,7673.359228031825,0.6300620820734197,0.7062151793845196,0.4724019305040182,33670.50088006666,1.6679751948473267,20186.45180340862,0.6515698387775042,0.4117647058823529,,27437.58775912683,47642.01703381996,53.8213522311753,136816.37875391787,23127.35417956698,142.16127445472372
C/C=C(/F)[C@@](C)(F)Cl,4.1484122109508785,3.288635199999999,3.7027845999999975,239.67501849999996,0.4891009999215651,False,10237.507531615343,7673.359228031825,0.6300620820734197,0.7062151793845196,0.4724019305040182,33670.50088006666,1.6679751948473267,20186.45180340862,0.6515698387775042,0.4117647058823529,,27437.58775912683,47642.01703381996,53.8213522311753,136816.37875391787,23127.35417956698,142.16127445472372
CC(C)(F)/C=C(/F)Cl,3.8543148080477128,3.2265913999999993,3.658434,234.21117809999993,0.4899258666013103,False,16725.738885638715,8017.189372875124,1.029376909756382,0.7378594775598569,0.2637814556257239,45889.213723434856,2.273267940811973,20186.45180340862,0.8880184970787308,0.36363636363636365,,33278.168587179505,78513.68765771783,80.9281115637671,360580.9768353484,25475.30473261189,173.60456912743976
CC(C)(F)/C=C(\F)Cl,3.8543148080477128,3.2265913999999993,3.658434,234.21117809999993,0.4899258666013103,False,16725.738885638715,8017.189372875124,1.029376909756382,0.7378594775598569,0.2637814556257239,45889.213723434856,2.273267940811973,20186.45180340862,0.8880184970787308,0.36363636363636365,,33278.168587179505,78513.68765771783,80.9281115637671,360580.9768353484,25475.30473261189,173.60456912743976
C=C(F)[C@](C)(F)CCl,4.205327190707961,3.2230421999999987,3.6423352000000007,233.5843855999999,0.4914840121416118,False,17678.54482783993,8123.06586935877,1.0880168564329828,0.747603787285857,0.267302852975398,47995.59786255743,2.3776143687843665,20186.45180340862,0.9287798857738452,0.4,,34258.17668068982,84171.33046820076,84.29175294086075,407935.40201586176,25873.71525058437,176.14276489749966
C=C(F)[C@@](C)(F)CCl,4.205327190707961,3.2230421999999987,3.6423352000000007,233.5843855999999,0.4914840121416118,False,17678.54482783993,8123.06586935877,1.0880168564329828,0.747603787285857,0.267302852975398,47995.59786255743,2.3776143687843665,20186.45180340862,0.9287798857738452,0.4,,34258.17668068982,84171.33046820076,84.29175294086075,407935.40201586176,25873.71525058437,176.14276489749966
CC(C)(F)/C(Cl)=C/F,3.8423123788979145,3.247259699999998,3.6764935999999993,234.4214809,0.4955048231798181,False,15464.948931636109,7858.750266592237,0.9517822470884472,0.7232775847356119,0.2808918774290136,43182.66619242815,2.1391905131706435,20186.45180340862,0.8356431331153837,0.3333333333333333,,31972.369018805028,71599.9479610629,76.52156502390609,305650.96000407124,24944.462132375895,169.8187446502746
CC(C)(F)/C(Cl)=C\F,3.8423123788979145,3.247259699999998,3.6764935999999993,234.4214809,0.4955048231798181,False,15464.948931636109,7858.750266592237,0.9517822470884472,0.7232775847356119,0.2808918774290136,43182.66619242815,2.1391905131706435,20186.45180340862,0.8356431331153837,0.3333333333333333,,31972.369018805028,71599.9479610629,76.52156502390609,305650.96000407124,24944.462132375895,169.8187446502746
CC/C=C/CF,3.3877834329015464,3.239136199999999,3.3664399000000005,235.00035900000003,0.4992731074097591,False,19938.14011049319,10268.546807499397,1.2270824741172857,0.945062443992547,0.2336334417657278,54273.63363334693,2.6886168090314144,20186.45180340862,1.050268389006489,0.6153846153846154,,38084.49611813394,95156.11445396798,85.66700211111726,418635.7291064873,27829.321710504057,175.06696512116335
CC/C=C\CF,3.3877834329015464,3.239136199999999,3.3664399000000005,235.00035900000003,0.4992731074097591,False,19938.14011049319,10268.546807499397,1.2270824741172857,0.945062443992547,0.2336334417657278,54273.63363334693,2.6886168090314144,20186.45180340862,1.050268389006489,0.6153846153846154,,38084.49611813394,95156.11445396798,85.66700211111726,418635.7291064873,27829.321710504057,175.06696512116335
C=C(F)C[C@](C)(F)Cl,4.297644599614845,3.222513699999999,3.6265073,231.38301439999992,0.5004934681464256,False,20143.523896213246,8199.80917814988,1.2397227125010206,0.7546668333356868,0.3430092441238088,53757.44442762874,2.6630457373668524,20186.45180340862,1.040279428083499,0.3684210526315789,,36750.594622809636,101204.09389666494,93.44154949073243,575846.7374141332,26838.26436417268,182.18753459270917
C=C(F)C[C@@](C)(F)Cl,4.297644599614845,3.222513699999999,3.6265073,231.38301439999992,0.5004934681464256,False,20143.523896213246,8199.80917814988,1.2397227125010206,0.7546668333356868,0.3430092441238088,53757.44442762874,2.6630457373668524,20186.45180340862,1.040279428083499,0.3684210526315789,,36750.594622809636,101204.09389666494,93.44154949073243,575846.7374141332,26838.26436417268,182.18753459270917
C=C(Cl)[C@](C)(F)CF,4.345013020667476,3.2535486999999987,3.641323800000001,233.08684709999997,0.5030601939408255,False,16823.943488923665,8056.865346063441,1.03542086104275,0.7415110431505936,0.2609045385003949,46030.11700028716,2.2802480321239345,20186.45180340862,0.8907451665069314,0.45,,33313.90818721893,79089.47724874016,81.44873730267047,362928.49961971754,25506.361355963545,173.7342201553218
C=C(Cl)[C@@](C)(F)CF,4.345013020667476,3.2535486999999987,3.641323800000001,233.08684709999997,0.5030601939408255,False,16823.943488923665,8056.865346063441,1.03542086104275,0.7415110431505936,0.2609045385003949,46030.11700028716,2.2802480321239345,20186.45180340862,0.8907451665069314,0.45,,33313.90818721893,79089.47724874016,81.44873730267047,362928.49961971754,25506.361355963545,173.7342201553218
FC1=C(F)C(F)(F)CC1,3.8804320206034832,3.3584027000000014,3.4122737999999995,243.43487060000007,0.5067682393493523,False,8812.578296272743,9681.300186060653,0.5423655526149856,0.8910153877062629,0.4704327084187532,32590.39784477257,1.6144688607073314,20186.45180340862,0.6306683807601006,0.16666666666666666,,27288.78971039259,43419.59844129654,45.62629456719869,100101.50122483452,23279.25111986434,124.52874317113194
CC(C)(F)/C(F)=C/Cl,3.8377941602744334,3.243768999999999,3.640279399999999,230.54662979999995,0.5103044035681393,False,19746.93371595632,8049.344492371834,1.2153147759079694,0.740818863769816,0.3369500172160083,52701.39546810142,2.6107309982630245,20186.45180340862,1.0198434490420432,0.5789473684210527,,36170.11034731264,98977.5960061539,92.94643224587767,560885.4178481477,26590.64717212437,181.89499197983034
CC(C)(F)/C(F)=C\Cl,3.8377941602744334,3.243768999999999,3.640279399999999,230.54662979999995,0.5103044035681393,False,19746.93371595632,8049.344492371834,1.2153147759079694,0.740818863769816,0.3369500172160083,52701.39546810142,2.6107309982630245,20186.45180340862,1.0198434490420432,0.5789473684210527,,36170.11034731264,98977.5960061539,92.94643224587767,560885.4178481477,26590.64717212437,181.89499197983034
C=C(F)[C@](C)(Cl)CF,4.463317474108772,3.2656512999999996,3.670327,230.27265279999992,0.5179497049520143,False,18521.332106038117,7803.987276200466,1.1398857615943891,0.7182374903084053,0.3145761245939499,49749.19346500271,2.4644842961754287,20186.45180340862,0.9627143380125002,0.3333333333333333,,34745.50111150765,91261.32357280953,89.702796023771,493650.789343024,26001.33274967598,179.98558524501698
C=C(F)[C@@](C)(Cl)CF,4.463317474108772,3.2656512999999996,3.670327,230.27265279999992,0.5179497049520143,False,18521.332106038117,7803.987276200466,1.1398857615943891,0.7182374903084053,0.3145761245939499,49749.19346500271,2.4644842961754287,20186.45180340862,0.9627143380125002,0.3333333333333333,,34745.50111150765,91261.32357280953,89.702796023771,493650.789343024,26001.33274967598,179.98558524501698
FCC/C=C(/F)Cl,3.9749851249856167,3.2964775,3.3812059,234.0854985,0.5202069621279376,False,17871.26421033748,9965.844977114766,1.0998776707002569,0.9172033771754792,0.1297336882064752,48983.63572529698,2.426559962213159,20186.45180340862,0.9478997578905206,0.2631578947368421,,35434.63017758834,82313.1521288619,79.6253161342225,326995.11469716707,26730.70394860052,169.77240275992463
FCC/C=C(\F)Cl,3.9749851249856167,3.2964775,3.3812059,234.0854985,0.5202069621279376,False,17871.26421033748,9965.844977114766,1.0998776707002569,0.9172033771754792,0.1297336882064752,48983.63572529698,2.426559962213159,20186.45180340862,0.9478997578905206,0.2631578947368421,,35434.63017758834,82313.1521288619,79.6253161342225,326995.11469716707,26730.70394860052,169.77240275992463
C=C[C@H](Cl)C(C)(F)F,4.281349862772739,3.2554149999999997,3.6481189,228.39030929999993,0.522705837878231,False,21370.616073283712,7942.2977977966975,1.3152434629955534,0.7309668552341371,0.414436091507531,56780.3678344572,2.812795848791487,20186.45180340862,1.0987770941514847,0.3157894736842105,,37733.253936317196,112934.71326771103,99.824084345094,731558.0335871263,27149.476911003207,185.6864593876614
C=C[C@@H](Cl)C(C)(F)F,4.281349862772739,3.2554149999999997,3.6481189,228.39030929999993,0.522705837878231,False,21370.616073283712,7942.2977977966975,1.3152434629955534,0.7309668552341371,0.414436091507531,56780.3678344572,2.812795848791487,20186.45180340862,1.0987770941514847,0.3157894736842105,,37733.253936317196,112934.71326771103,99.824084345094,731558.0335871263,27149.476911003207,185.6864593876614
C=C(F)[C@](F)(Cl)CC,4.301485085444804,3.3260346999999983,3.644517599999999,233.03163770000003,0.5265036289533684,False,14029.644220503533,7882.522259422613,0.8634471643631613,0.7254654325454345,0.3066201324895788,40239.29871223269,1.993381457232519,20186.45180340862,0.7786849820808895,0.4,,30549.58703810078,64172.03341168372,70.99212664210587,243509.73327045902,24411.93155606947,163.55362815190702
C=C(F)[C@@](F)(Cl)CC,4.301485085444804,3.3260346999999983,3.644517599999999,233.03163770000003,0.5265036289533684,False,14029.644220503533,7882.522259422613,0.8634471643631613,0.7254654325454345,0.3066201324895788,40239.29871223269,1.993381457232519,20186.45180340862,0.7786849820808895,0.4,,30549.58703810078,64172.03341168372,70.99212664210587,243509.73327045902,24411.93155606947,163.55362815190702
FCC/C(F)=C/Cl,4.17946204806254,3.310915599999998,3.4854448,232.4640926,0.5269986168523163,False,17181.491590255016,9038.906623207726,1.0574259731728783,0.8318929001823725,0.1776449813643659,46872.559094169526,2.321981076746473,20186.45180340862,0.9070475631135492,0.3888888888888889,,34050.03425301933,79159.51472739565,79.69200633805222,327305.41757464607,26009.439554666824,170.55381167268902
FCC/C(F)=C\Cl,4.17946204806254,3.310915599999998,3.4854448,232.4640926,0.5269986168523163,False,17181.491590255016,9038.906623207726,1.0574259731728783,0.8318929001823725,0.1776449813643659,46872.559094169526,2.321981076746473,20186.45180340862,0.9070475631135492,0.3888888888888889,,34050.03425301933,79159.51472739565,79.69200633805222,327305.41757464607,26009.439554666824,170.55381167268902
C[C@H](CCl)/C(F)=C/F,4.410126016618893,3.3384168999999986,3.5979968,233.6782091999999,0.5286902053671702,False,13641.97947186311,8174.608314214694,0.8395885388216849,0.7523474798275626,0.2950654293968061,39591.242971626496,1.961277957968881,20186.45180340862,0.7661442249377253,0.36363636363636365,,30348.395024375233,61900.904150829934,68.40704354084762,220251.1433661423,24382.26152285652,160.13257219075237
C[C@@H](CCl)/C(F)=C/F,4.410126016618893,3.3384168999999986,3.5979968,233.6782091999999,0.5286902053671702,False,13641.97947186311,8174.608314214694,0.8395885388216849,0.7523474798275626,0.2950654293968061,39591.242971626496,1.961277957968881,20186.45180340862,0.7661442249377253,0.36363636363636365,,30348.395024375233,61900.904150829934,68.40704354084762,220251.1433661423,24382.26152285652,160.13257219075237
C[C@H](CCl)/C(F)=C\F,4.410126016618893,3.3384168999999986,3.5979968,233.6782091999999,0.5286902053671702,False,13641.97947186311,8174.608314214694,0.8395885388216849,0.7523474798275626,0.2950654293968061,39591.242971626496,1.961277957968881,20186.45180340862,0.7661442249377253,0.36363636363636365,,30348.395024375233,61900.904150829934,68.40704354084762,220251.1433661423,24382.26152285652,160.13257219075237
C[C@@H](CCl)/C(F)=C\F,4.410126016618893,3.3384168999999986,3.5979968,233.6782091999999,0.5286902053671702,False,13641.97947186311,8174.608314214694,0.8395885388216849,0.7523474798275626,0.2950654293968061,39591.242971626496,1.961277957968881,20186.45180340862,0.7661442249377253,0.36363636363636365,,30348.395024375233,61900.904150829934,68.40704354084762,220251.1433661423,24382.26152285652,160.13257219075237
CC(C)(Cl)/C(F)=C/F,3.923589301974838,3.2747043999999983,3.681694200000001,227.8642157999999,0.5305599394223868,False,20401.7749351987,7680.417416870922,1.2556166385194687,0.7068647775525453,0.3889320307294212,54351.71062089579,2.6924846005734464,20186.45180340862,1.0517792845637204,0.45,,36530.83100992777,106780.04824835507,98.03752178761007,680433.6145551021,26639.825556545205,184.9295283656313
CC(C)(Cl)/C(F)=C\F,3.923589301974838,3.2747043999999983,3.681694200000001,227.8642157999999,0.5305599394223868,False,20401.7749351987,7680.417416870922,1.2556166385194687,0.7068647775525453,0.3889320307294212,54351.71062089579,2.6924846005734464,20186.45180340862,1.0517792845637204,0.45,,36530.83100992777,106780.04824835507,98.03752178761007,680433.6145551021,26639.825556545205,184.9295283656313
C/C(F)=C(/F)CCCl,3.7747744841610738,3.3167802,3.5769036,231.31070709999992,0.531080298660652,False,16679.08977625136,8333.827604022543,1.026505914555968,0.7670011765947302,0.2345016315821456,45559.717342176526,2.256945291122606,20186.45180340862,0.8816422954065615,0.3333333333333333,,33135.172066448955,77578.63287781943,80.28531009975246,336762.776199549,25513.747554570007,171.8295325458224
C/C(F)=C(\F)CCCl,3.7747744841610738,3.3167802,3.5769036,231.31070709999992,0.531080298660652,False,16679.08977625136,8333.827604022543,1.026505914555968,0.7670011765947302,0.2345016315821456,45559.717342176526,2.256945291122606,20186.45180340862,0.8816422954065615,0.3333333333333333,,33135.172066448955,77578.63287781943,80.28531009975246,336762.776199549,25513.747554570007,171.8295325458224
FC1(F)C=CC(F)(F)C1,4.371193893513183,3.3880269000000016,3.5038698000000013,238.16178120000004,0.531350960911386,False,10136.165897033434,8801.377682370225,0.6238250638257441,0.8100319995549432,0.4214207206566836,33954.12093109049,1.6820252148204224,20186.45180340862,0.6570582712655716,0.23076923076923078,,27777.26168342097,47359.917296716674,52.12507543960984,123848.23291112541,23412.54626557119,136.40520878277104
CC[C@H](F)/C(Cl)=C/F,4.475486785849663,3.3974159999999993,3.6207582,237.8076429,0.5334285975345029,False,9145.901974834604,7952.391151554744,0.5628797852317132,0.7318957938414671,0.5127903543544576,32019.172979223793,1.5861714228459474,20186.45180340862,0.6196144052081164,0.3181818181818182,,26610.42268835173,43844.365887740496,48.92199252227079,112161.88997768096,22837.68144025067,132.33258091005402
CC[C@@H](F)/C(Cl)=C/F,4.475486785849663,3.3974159999999993,3.6207582,237.8076429,0.5334285975345029,False,9145.901974834604,7952.391151554744,0.5628797852317132,0.7318957938414671,0.5127903543544576,32019.172979223793,1.5861714228459474,20186.45180340862,0.6196144052081164,0.3181818181818182,,26610.42268835173,43844.365887740496,48.92199252227079,112161.88997768096,22837.68144025067,132.33258091005402
CC[C@H](F)/C(Cl)=C\F,4.475486785849663,3.3974159999999993,3.6207582,237.8076429,0.5334285975345029,False,9145.901974834604,7952.391151554744,0.5628797852317132,0.7318957938414671,0.5127903543544576,32019.172979223793,1.5861714228459474,20186.45180340862,0.6196144052081164,0.3181818181818182,,26610.42268835173,43844.365887740496,48.92199252227079,112161.88997768096,22837.68144025067,132.33258091005402
CC[C@@H](F)/C(Cl)=C\F,4.475486785849663,3.3974159999999993,3.6207582,237.8076429,0.5334285975345029,False,9145.901974834604,7952.391151554744,0.5628797852317132,0.7318957938414671,0.5127903543544576,32019.172979223793,1.5861714228459474,20186.45180340862,0.6196144052081164,0.3181818181818182,,26610.42268835173,43844.365887740496,48.92199252227079,112161.88997768096,22837.68144025067,132.33258091005402
C[C@H](C=C(F)F)CCl,4.37125986277274,3.3411345,3.618011899999999,231.90419509999995,0.5360131443193702,False,14688.18026345197,8010.029803711237,0.9039764229799816,0.737200548885839,0.2797929213715453,41471.656929599296,2.0544302353619432,20186.45180340862,0.8025327842821648,0.38095238095238093,,31137.475656732266,67325.26690258601,73.50555206006503,263746.07445887756,24671.250828613986,165.78395447773892
C[C@@H](C=C(F)F)CCl,4.37125986277274,3.3411345,3.618011899999999,231.90419509999995,0.5360131443193702,False,14688.18026345197,8010.029803711237,0.9039764229799816,0.737200548885839,0.2797929213715453,41471.656929599296,2.0544302353619432,20186.45180340862,0.8025327842821648,0.38095238095238093,,31137.475656732266,67325.26690258601,73.50555206006503,263746.07445887756,24671.250828613986,165.78395447773892
C[C@](F)(Cl)/C(F)=C/F,4.322545814189743,3.2907637,3.593612799999999,227.74340319999996,0.5368726335859568,False,21239.42416910619,8222.537362674928,1.3071693254145067,0.7567586145796568,0.3918154744989165,56103.18257338222,2.7792493262193214,20186.45180340862,1.0856726412966613,0.5,,37571.42754857125,109804.65974493991,98.02571573570202,663749.4946623007,27183.379435580955,184.26279573333488
C[C@@](F)(Cl)/C(F)=C/F,4.322545814189743,3.2907637,3.593612799999999,227.74340319999996,0.5368726335859568,False,21239.42416910619,8222.537362674928,1.3071693254145067,0.7567586145796568,0.3918154744989165,56103.18257338222,2.7792493262193214,20186.45180340862,1.0856726412966613,0.5,,37571.42754857125,109804.65974493991,98.02571573570202,663749.4946623007,27183.379435580955,184.26279573333488
C[C@](F)(Cl)/C(F)=C\F,4.322545814189743,3.2907637,3.593612799999999,227.74340319999996,0.5368726335859568,False,21239.42416910619,8222.537362674928,1.3071693254145067,0.7567586145796568,0.3918154744989165,56103.18257338222,2.7792493262193214,20186.45180340862,1.0856726412966613,0.5,,37571.42754857125,109804.65974493991,98.02571573570202,663749.4946623007,27183.379435580955,184.26279573333488
C[C@@](F)(Cl)/C(F)=C\F,4.322545814189743,3.2907637,3.593612799999999,227.74340319999996,0.5368726335859568,False,21239.42416910619,8222.537362674928,1.3071693254145067,0.7567586145796568,0.3918154744989165,56103.18257338222,2.7792493262193214,20186.45180340862,1.0856726412966613,0.5,,37571.42754857125,109804.65974493991,98.02571573570202,663749.4946623007,27183.379435580955,184.26279573333488
CC(C)/C(F)=C(/F)Cl,3.6775504355780786,3.3535619999999984,3.639793,231.3140109999999,0.5420697412514842,False,14448.127488360356,7833.821639118774,0.8892024996578601,0.7209832864237763,0.300210613631402,40951.77020802308,2.028675995506456,20186.45180340862,0.792472271414638,0.375,,30814.93291153806,66448.4778555536,73.27225040327679,261432.50549666412,24515.988501504235,165.7057281068789
CC(C)/C(F)=C(\F)Cl,3.6775504355780786,3.3535619999999984,3.639793,231.3140109999999,0.5420697412514842,False,14448.127488360356,7833.821639118774,0.8892024996578601,0.7209832864237763,0.300210613631402,40951.77020802308,2.028675995506456,20186.45180340862,0.792472271414638,0.375,,30814.93291153806,66448.4778555536,73.27225040327679,261432.50549666412,24515.988501504235,165.7057281068789
CC(C)(Cl)C=C(F)F,3.9704621764687658,3.292162699999998,3.6783107000000017,225.92334489999993,0.5439520673777788,False,21749.153964634777,7639.305485952869,1.3385403808470708,0.7030810540482328,0.4503003996547063,57872.51975285918,2.86689906262214,20186.45180340862,1.1199117143915718,0.375,,37848.342384325115,119412.79939745781,103.73122831107548,847667.079788752,27119.22690678935,187.59961069384784
C=C(Cl)C(F)(F)CC,3.5086856582501422,3.3022114999999985,3.5341966,226.6276552999999,0.5461330389380076,False,23055.559022217138,8600.963649378125,1.4189424013652143,0.791586957682846,0.4679195784208481,60563.21158423073,3.0001910278261095,20186.45180340862,1.1719802490715714,0.47368421052631576,,39598.61763783739,122604.90031928863,102.34831368255728,775975.4124267278,28054.205209090287,186.04319811422803
C[C@H](F)/C(F)=C/CCl,4.40905986277274,3.3665992000000005,3.4877957,232.01461569999995,0.5466725505846594,False,15295.798571298608,8883.82059422119,0.9413719760445832,0.8176196067621123,0.1915720570190847,42811.4298629952,2.1208001425870293,20186.45180340862,0.8284592068596214,0.375,,32056.67726684605,69088.2739876314,73.22480511679727,255050.14258747324,25196.198102203325,164.03707104228894
C[C@@H](F)/C(F)=C/CCl,4.40905986277274,3.3665992000000005,3.4877957,232.01461569999995,0.5466725505846594,False,15295.798571298608,8883.82059422119,0.9413719760445832,0.8176196067621123,0.1915720570190847,42811.4298629952,2.1208001425870293,20186.45180340862,0.8284592068596214,0.375,,32056.67726684605,69088.2739876314,73.22480511679727,255050.14258747324,25196.198102203325,164.03707104228894
C[C@H](F)/C(F)=C\CCl,4.40905986277274,3.3665992000000005,3.4877957,232.01461569999995,0.5466725505846594,False,15295.798571298608,8883.82059422119,0.9413719760445832,0.8176196067621123,0.1915720570190847,42811.4298629952,2.1208001425870293,20186.45180340862,0.8284592068596214,0.375,,32056.67726684605,69088.2739876314,73.22480511679727,255050.14258747324,25196.198102203325,164.03707104228894
C[C@@H](F)/C(F)=C\CCl,4.40905986277274,3.3665992000000005,3.4877957,232.01461569999995,0.5466725505846594,False,15295.798571298608,8883.82059422119,0.9413719760445832,0.8176196067621123,0.1915720570190847,42811.4298629952,2.1208001425870293,20186.45180340862,0.8284592068596214,0.375,,32056.67726684605,69088.2739876314,73.22480511679727,255050.14258747324,25196.198102203325,164.03707104228894
CC(F)(F)/C(Cl)=C/F,3.8852427432703855,3.3621383,3.475212300000001,231.3243841999999,0.5481935985456114,False,16241.499834498853,8980.523263768075,0.999574668943349,0.8265196062397246,0.1734809151628153,44677.06017844207,2.2132200652963707,20186.45180340862,0.8645616826791536,0.3333333333333333,,32951.059312815654,73831.72345162905,76.56789433741066,286898.27067102754,25574.57733993928,167.2616964926928
CC(F)(F)/C(Cl)=C\F,3.8852427432703855,3.3621383,3.475212300000001,231.3243841999999,0.5481935985456114,False,16241.499834498853,8980.523263768075,0.999574668943349,0.8265196062397246,0.1734809151628153,44677.06017844207,2.2132200652963707,20186.45180340862,0.8645616826791536,0.3333333333333333,,32951.059312815654,73831.72345162905,76.56789433741066,286898.27067102754,25574.57733993928,167.2616964926928
CCCC(Cl)=C(F)F,3.486006022622611,3.391622899999998,3.587497500000002,233.17086390000003,0.5483832197967301,False,12382.605052780558,8126.659562911032,0.7620809945149553,0.7479345317305315,0.3466157143940522,37237.82346241854,1.8446938483825417,20186.45180340862,0.7206023669281743,0.3333333333333333,,29175.637900093127,56266.54403368057,63.41342301999176,182404.27820301463,23912.81931846001,153.6387054573196
C[C@H](Cl)C/C(F)=C/F,4.482728324311202,3.3836049000000004,3.5827340999999997,232.4523848,0.548431729864085,False,13202.034864197574,8166.20511601012,0.8125123765188297,0.7515740941497793,0.3112347018828714,38684.18228255682,1.9163438260122927,20186.45180340862,0.7485913709114751,0.3181818181818182,,29871.51000588848,59864.61089188458,66.84733100991538,205503.4563023921,24199.71298312233,157.85915700093318
C[C@@H](Cl)C/C(F)=C/F,4.482728324311202,3.3836049000000004,3.5827340999999997,232.4523848,0.548431729864085,False,13202.034864197574,8166.20511601012,0.8125123765188297,0.7515740941497793,0.3112347018828714,38684.18228255682,1.9163438260122927,20186.45180340862,0.7485913709114751,0.3181818181818182,,29871.51000588848,59864.61089188458,66.84733100991538,205503.4563023921,24199.71298312233,157.85915700093318
C[C@H](Cl)C/C(F)=C\F,4.482728324311202,3.3836049000000004,3.5827340999999997,232.4523848,0.548431729864085,False,13202.034864197574,8166.20511601012,0.8125123765188297,0.7515740941497793,0.3112347018828714,38684.18228255682,1.9163438260122927,20186.45180340862,0.7485913709114751,0.3181818181818182,,29871.51000588848,59864.61089188458,66.84733100991538,205503.4563023921,24199.71298312233,157.85915700093318
