smiles,sa_score,m,sigma,epsilon_k,distance,is_associating,vapor_pressure_Pa,liquid_density_mol_m3,vp_ratio_to_ref,rho_ratio_to_ref,property_distance,H_Pa,phi_inf,P_sat_solvent_Pa,H_ratio,tanimoto_to_nearest_train,epsilon_k_tree_std,H_eps_plus,H_eps_minus,H_sensitivity_pct,H_kij_plus,H_kij_minus,H_kij_sensitivity_pct
FC(F)=C1CC1,3.3961643944400075,2.8032666,3.413380700000002,270.3377959,0.2302303674018108,False,10949.89006334714,11767.847177003254,0.6739052948661383,1.0830500773008378,0.336504193222039,40556.784114967806,2.0091091049552112,20186.45180340862,0.7848287550354759,0.2916666666666667,,32629.785284542646,55892.93588664601,52.558598051038636,153331.6522018526,25634.095409734084,142.70614181353108
C=CC(C)(C)Cl,3.203574335268409,2.7377444000000013,3.766203500000002,260.70118780000007,0.2312000443723933,False,15881.869454059908,8828.434671895497,0.9774414040274046,0.8125221809922192,0.188830142912007,45550.34233106528,2.2564808701732213,20186.45180340862,0.8814608762319537,0.5384615384615384,,34375.91949014775,70507.63285237049,68.89872159216613,284445.75854774774,25894.57194830121,166.6242902984459
C=C(F)CCCl,3.6512290098246223,2.801849,3.5100910999999995,267.3775811,0.2313717305902869,False,11688.596447467458,10785.115117505286,0.7193685954773893,0.9926046443345398,0.2807288308844531,40387.80981333226,2.0007384262801695,20186.45180340862,0.7815588732221229,0.3333333333333333,,32289.76953549433,56482.5862895151,54.50529397171869,163201.60593847,25380.83400466997,146.1650108836801
CC(C)=C(C)Cl,2.7440098382269884,2.8260004000000003,3.707023799999999,265.46118970000003,0.2399025236426024,False,10099.98507204753,9064.405514684606,0.6215983337499562,0.8342396825606386,0.4131153638614853,34904.56393841222,1.7291084276890278,20186.45180340862,0.6754506319629573,0.45454545454545453,,28868.9581282111,46883.38742947205,47.561376928041135,124426.60954015539,23783.76047508069,135.81080602488015
FC1(F)C=CC1,3.313279998835612,2.8496641000000005,3.4256257000000017,271.0574012999999,0.243295294343025,False,9001.819088592818,11485.666662417274,0.55401227885711,1.0570796832654386,0.4496255527123775,36185.77800682602,1.7925774355608053,20186.45180340862,0.7002438611153653,0.23076923076923078,,30073.299517854146,47639.8685852462,45.20873230669704,114862.2808196561,24531.564801213517,129.60502756216167
FC1=CC[C@@H]1F,4.079439773051673,2.8321658000000003,3.406155200000002,268.6146637,0.2457502166974448,False,10934.682700969892,11710.74770356803,0.6729693656497089,1.077794945398827,0.3361563465608827,40305.24003674757,1.9966480701646512,20186.45180340862,0.779961036106221,0.2222222222222222,,32435.5492503907,55590.857870082626,52.60991417723426,151810.48374899573,25555.180359491034,142.36724342799505
FC1=CC[C@H]1F,4.079439773051673,2.8321658000000003,3.406155200000002,268.6146637,0.2457502166974448,False,10934.682700969892,11710.74770356803,0.6729693656497089,1.077794945398827,0.3361563465608827,40305.24003674757,1.9966480701646512,20186.45180340862,0.779961036106221,0.2222222222222222,,32435.5492503907,55590.857870082626,52.60991417723426,151810.48374899573,25555.180359491034,142.36724342799505
FC1=C(F)CC1,3.323832086747699,2.8232104,3.4620776000000024,265.8608480000001,0.2468614819690457,False,12265.27980462334,11143.230573875497,0.7548602730741718,1.0255636866190396,0.2464690402278268,42078.50934910035,2.0844925972574884,20186.45180340862,0.8142762013030302,0.3,,33262.01487655389,59778.245653172125,56.999476625812754,178014.52822733004,25832.820272900713,149.30947993592082
C=C1CC1(F)F,3.311595637043557,2.887876000000001,3.400001700000002,268.1765867000001,0.2667578365096479,False,9413.353579161032,11567.915505222947,0.5793399552638614,1.0646494293896631,0.4255988979753345,36934.58774263459,1.8296721039602375,20186.45180340862,0.71473434465684,0.23076923076923078,,30465.679935316628,49209.49904453882,47.05058551286407,121336.89793817524,24717.349177051987,132.3063870712322
C/C=C/[C@H](C)Cl,3.892175157667058,2.8943143000000005,3.657254200000001,264.1806253,0.268430236349626,False,9061.315958198476,9228.134127824247,0.5576739827850267,0.8493083934684231,0.4672903442018981,33365.5025261159,1.652866132743641,20186.45180340862,0.6456677071454574,0.38461538461538464,,28007.142151325927,43830.284706319864,44.05264288307356,107398.41461115802,23459.257187861218,128.29077006996835
C/C=C/[C@@H](C)Cl,3.892175157667058,2.8943143000000005,3.657254200000001,264.1806253,0.268430236349626,False,9061.315958198476,9228.134127824247,0.5576739827850267,0.8493083934684231,0.4672903442018981,33365.5025261159,1.652866132743641,20186.45180340862,0.6456677071454574,0.38461538461538464,,28007.142151325927,43830.284706319864,44.05264288307356,107398.41461115802,23459.257187861218,128.29077006996835
C/C=C\[C@H](C)Cl,3.892175157667058,2.8943143000000005,3.657254200000001,264.1806253,0.268430236349626,False,9061.315958198476,9228.134127824247,0.5576739827850267,0.8493083934684231,0.4672903442018981,33365.5025261159,1.652866132743641,20186.45180340862,0.6456677071454574,0.38461538461538464,,28007.142151325927,43830.284706319864,44.05264288307356,107398.41461115802,23459.257187861218,128.29077006996835
C/C=C\[C@@H](C)Cl,3.892175157667058,2.8943143000000005,3.657254200000001,264.1806253,0.268430236349626,False,9061.315958198476,9228.134127824247,0.5576739827850267,0.8493083934684231,0.4672903442018981,33365.5025261159,1.652866132743641,20186.45180340862,0.6456677071454574,0.38461538461538464,,28007.142151325927,43830.284706319864,44.05264288307356,107398.41461115802,23459.257187861218,128.29077006996835
C=C(Cl)[C@H](C)F,3.7558856902114366,2.8459586000000003,3.5887761,259.82294049999996,0.2694859243654912,False,13793.911353025493,9853.037860080189,0.8489391075106829,0.9068212099883372,0.1774871267098168,42896.30735205684,2.125004818569131,20186.45180340862,0.8301017013404942,0.4,,33254.12154415545,63386.107106989184,62.35909410273698,212717.9707864226,25663.099317894837,156.9376892105326
C=C(Cl)[C@@H](C)F,3.7558856902114366,2.8459586000000003,3.5887761,259.82294049999996,0.2694859243654912,False,13793.911353025493,9853.037860080189,0.8489391075106829,0.9068212099883372,0.1774871267098168,42896.30735205684,2.125004818569131,20186.45180340862,0.8301017013404942,0.4,,33254.12154415545,63386.107106989184,62.35909410273698,212717.9707864226,25663.099317894837,156.9376892105326
C=CC[C@H](F)Cl,4.155150542282443,2.9047521000000014,3.5058592000000015,265.69228840000005,0.2725851117248076,False,9228.5774136135,10463.722407443029,0.5679680021568291,0.9630253683428291,0.4336113127520374,35112.344144374045,1.7394014800780928,20186.45180340862,0.679471460633785,0.4,,29211.134300051086,46451.77662688844,45.57224171162275,113511.04964231561,24083.71210714162,129.9865436709138
C=CC[C@@H](F)Cl,4.155150542282443,2.9047521000000014,3.5058592000000015,265.69228840000005,0.2725851117248076,False,9228.5774136135,10463.722407443029,0.5679680021568291,0.9630253683428291,0.4336113127520374,35112.344144374045,1.7394014800780928,20186.45180340862,0.679471460633785,0.4,,29211.134300051086,46451.77662688844,45.57224171162275,113511.04964231561,24083.71210714162,129.9865436709138
C/C(F)=C(/C)Cl,3.2475411991737353,2.8266085,3.5962379000000015,256.80320299999994,0.2754404550498056,False,16816.294857638368,9808.050934966044,1.0349501300041897,0.9026808526239404,0.1034046809061995,49390.7339833608,2.4467268673249865,20186.45180340862,0.9557776610829342,0.38461538461538464,,36509.131006819385,78511.27346162689,73.03424579128482,320039.8657845379,26930.711543278387,168.95331961495472
