smiles,m,sigma,epsilon_k
CCCC(C)I,2.4706969207884075,4.186557174782613,327.9912772506517
CC(=O)Cc1ccccc1,1.5826544963152245,4.999999999940826,504.0825890007154
CNCCCN,2.9392939802565134,3.671515710250469,292.71428388197444
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,4.789697768057241,3.550451991156081,170.3673708596251
COC(C)(C)CC(C)(C)C,3.787900501267271,3.992139303105625,253.79003228138183
CC(=O)C=CC=C(C)CCC=C(C)C,2.4440046694097535,4.999999999694602,410.4801976893779
CC(=O)CCCC(C)CCCC(C)CCCC(C)C,3.7158078662197975,4.999999998248904,364.70458390989813
CC1CCC(=O)O1,2.9249286278185807,3.6018223543311727,357.97059708444533
CCCCCN=[N+]=[N-],1.5217427268716748,4.9999999999933475,321.5736366326415
CCCCCCCI,3.960030491504979,3.860090385867091,287.2431184175338
CC(=O)c1cccc2ccccc12,4.676281299021535,3.605793936197388,321.9397773243951
CON=C(C)C,5.026793764423555,2.9441586290898636,189.48721089673347
C=C1CCCC1,1.6947900509734144,4.381627450613474,347.4799454201176
CC1CCCC(O)C1,1.453736048310544,4.999992331798167,486.8356506024024
CCCCCC(=O)CC,1.7811228552196556,4.999999998858756,415.8567229242756
CCCC(=O)c1ccccc1,1.7678908825825128,4.999999998717035,479.9737032664004
CS(C)=O,2.854058647349925,3.2931955882740653,360.39154020784
CC1CCCCC1,2.6643315242424306,3.993978160173037,282.03909766533866
CCCCCCCCCCO,3.1734796444743534,4.4450585194799395,306.35512022810246
CC(C)Oc1ccccc1,4.026030674274556,3.6656014754618154,271.4771775371114
OCCCl,1.997541004683468,3.645617821335516,365.4857772762493
C#CCCCCCCCCC,3.9767213760950377,4.087662353535714,277.773232783263
C#CCCCCCCCCCC,5.268487311203971,3.808933276243174,250.9434224696196
C#CCCCCCCCCCCC,5.580174985943917,3.8378247419369504,253.0105424532288
CC1=CCCCC1,2.8860561992723013,3.79997610589026,279.2873486707848
C=CCCCCCC,3.573155098304907,3.867222448197345,249.5856826590447
C=CCCCCCCCCCC,5.181284372680009,3.876449392860086,250.69581786230535
CC1=CCC2CC1C2(C)C,3.2158718490942912,4.067897675164842,288.1840965532124
C=C(C)C1CC=C(C)CC1,3.680490900011237,3.917748301938523,281.1132516948462
C=CC(=C)C,2.473751771858317,3.698050019622139,244.50176909590212
C=CC#N,2.402609874425772,3.320146364293245,294.73954482505064
CCCCC(=O)O,4.354415131282863,3.2807571283415227,258.0920606739986
CCNCC,1.1786148019973348,4.999999998447434,339.07401818266925
CCN(CC)CC,3.3712617504076907,3.7590085580413417,237.4367466429041
CCCCN,3.621147363814163,3.270629049084799,227.6882078595536
CCCCNCCCC,3.919980476737414,3.88077442963022,258.5417725131393
CCCCCCCCOCCCCCCCC,9.999999998054497,3.4703632514555416,214.13941170722285
O=COC1CCCC1,3.504253551410617,3.5287540825805843,271.2233607014286
IC1CCCCC1,2.638580350685324,4.114076902349378,358.38931656122776
CCCCOC(=O)OCCCC,4.234608150739285,3.945223137203533,276.1942931851368
FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,5.484566809565834,3.9450685410956567,178.13905190075576
CO[Si](C)(OC)c1ccccc1,2.081892481326274,4.999999999640217,404.4195540996187
CC(C)[C@@H]1CC[C@@H](C)CC1=O,3.501427632875575,4.102979288188287,308.39672988224817
CC1=CC[C@H]2C[C@@H]1C2(C)C,2.420709150579524,4.50239160944912,338.2345292095241
OCC1CCCCC1,4.032002221909991,3.5018153860930004,263.4409442013912
CC(=O)OCc1ccco1,4.414144177338203,3.3823880686273515,265.5843062053158
COC(=O)CCC(C)=O,4.524392718253917,3.358130491961756,271.8258825129551
CCOC(=O)CCC(C)=O,5.158991065651772,3.3595777290387296,256.41062429037663
CCCCOC(=O)CCC(C)=O,6.079060735110566,3.4199890065375325,249.94357712427515
CC(=O)C(F)(F)C(F)(F)C(F)(F)F,4.480605725240184,3.411286655003609,189.4330819695614
CCc1ccco1,3.112007508273309,3.552086699876539,256.18337614914003
CC(C)=CCCC(C)CCO,2.6616473630818107,4.574539862571541,255.65925878839505
CCC/C=C/C=O,2.7968583180437774,3.850995199276661,311.2455221912347
O=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,4.481689369593202,3.7104415035017304,175.89885477860798
COCCCOC,3.447720705669664,3.4322575386330185,289.31203595969885
c1ccc(C[Hg]Cc2ccccc2)cc1,5.711544602813593,4.5378362762833095,312.1249036697176
COCOCOCOCOC,4.540903703839171,3.6077918119928505,268.6681543261832
CCC(=O)OCc1ccco1,5.0799114565524315,3.358397069381893,251.7453722708198
CCCC(=O)OCc1ccco1,5.17443827531438,3.488283395280845,256.7211348121025
OCc1cccs1,2.4180819788067307,3.8781445718600462,372.21247175504527
FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)[C@]2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[C@@]12F,6.458335577725345,3.7806939924345926,200.7954038064246
CN(C)CCCO,1.3944471639881808,4.926508748595278,305.59966307292217
CC(C)NCCO,4.369370903059838,3.318912347201892,250.09026958092943
CCCCN(CCCC)CCCC,2.700157912208077,4.999999999059632,348.1708207838248
CC(C)N,3.148447613564293,3.2147574256921017,215.6920310024369
NC1CCCCC1,3.1536335615181392,3.667804652602433,283.81836993390573
[2H]O[2H],1.6794814011213584,2.50000000000122,443.21142028105066
O=Cc1ccccc1,2.8885504305997083,3.676994573376669,337.79374478804925
Cc1cccc2ccccc12,3.434025203605957,3.87787040320644,344.34021949688963
Clc1ccccc1,2.673937141351514,3.7352109884456617,313.5276472759165
CC(=O)C1CC1,2.5063557805137395,3.7062170081467385,311.10344866813386
FC1(F)OC(F)(F)C(F)(F)O1,3.13673081673245,3.476225245203106,170.08266092149043
CCCCCCCCCCCCc1ccccc1,3.2048173184243556,4.999999999679389,380.0449535655369
COC(C)(C)C,2.9294581595112463,3.7107384404903865,234.50839167633475
OCCNCCO,7.909413596073758,2.5599788515725295,249.55154397138725
OCCOCCOCCO,5.149943080234966,3.361233228647267,301.0652830009093
C=COC(C)=O,3.4151182402870086,3.259456869006132,233.59395957271465
COC(=O)CCC(=O)OC,4.976051817408785,3.3048863570172107,258.74278045246155
C=CC(=O)OCC,3.742967613204578,3.3564273067519736,237.07836835898516
CCCCCCC(C)=O,3.976336445380312,3.7773098789426474,268.6606359014087
Brc1ccccc1,2.6396586915694953,3.8092673822839074,335.0377759619746
Nc1ccccc1,3.415199131583072,3.3607899867704125,311.8150828078363
OCc1ccccc1,2.6842020791589505,3.8467124570472233,347.7180444348287
CCC(=O)O,2.450691668113959,3.531597039251566,328.00354444887193
CCCCCCC(=O)O,4.431945366608773,3.5762267295635537,264.50898160759505
CN(CCO)CCO,3.549272875830245,3.6205657764646153,315.64481358662636
NCCCO,3.1291107139006904,3.2139372037140346,230.6057244657308
Oc1ccccc1Cl,3.6302341312724993,3.3924769579322938,292.83095727163777
CCCCOC(=O)CCC,5.421572596559922,3.433031974195335,225.16048370142153
CCCCCOC(C)=O,4.332058195520778,3.5761484792024385,242.6568732911617
CCC(C)(C)OC,3.157785332710636,3.7848581417096065,245.25048896486985
CCCCC(CC)COC(C)=O,5.1809985768557345,3.726170651564406,245.5726206604052
CCOC(=O)C(=O)OCC,5.020047024804931,3.3227411532549196,250.1501348894511
COCCO,4.15709472874132,2.9342958622912323,247.3887718972796
CCOC(=O)CCC(=O)OCC,5.826300102548741,3.40007023527287,245.8749447347024
Cc1ccco1,2.8171852068879977,3.450545972688779,253.42126773541415
CC(C)(C)C,2.3601568499842287,3.946893223736088,225.477763493518
c1ccsc1,2.381193653778648,3.54909160677549,300.44086878422695
Cc1cccs1,2.798317621803836,3.594070845946301,291.30422876873365
Cc1ccsc1,2.7497800388771623,3.618690687318795,296.46810241679145
Cc1ccc(C)s1,2.9809588288663456,3.736043423434124,295.3896860131744
CCc1cccs1,2.9368608285787365,3.7443827762787567,297.333099739617
c1cc[nH]c1,3.0402455350568207,3.1507576803089856,300.8494020540445
C=C(C)CC(C)C,3.05040752062165,3.907726626005257,244.77577486937227
C=C(CC)C(C)C,3.2119286369213063,3.812764993307198,242.01154321425796
C=C(C)C(C)(C)C,2.8630692559711077,3.9720631866758302,250.98303951816555
C=C(C)CC(C)(C)C,3.110850034626484,4.038833203787732,254.0294987457129
CCOCCOCCOCC,6.353953493127719,3.344203187341542,219.9280653718116
CCCC(C)C,2.9443597195588573,3.8376520851921287,235.265307567724
CCC(C)(C)C,2.605868404875185,3.998860678445243,243.2225252424219
CC(C)C(C)C,2.691693502149967,3.945083334711787,245.81318577503552
CCCC(C)CC,3.248009521731813,3.862383805507827,243.30245659968855
CCC(C)CC,2.889276224021865,3.847489421320612,240.39352768332867
Fc1c(F)c(F)c(F)c(F)c1F,3.7323929018464455,3.4013017661208664,223.2560968516867
C#CC,2.4180094548723083,3.130220503277511,208.0068970247008
CC(Cl)(Cl)Cl,2.506033585459611,3.7276811885148735,276.7261184600487
CCCCC,2.6510816436520654,3.7747264343648768,233.44934444436737
C[Si](C)(C)C,2.6772749601409744,3.959978298900997,220.84330039249073
C=CCCCCC,3.2349777700756057,3.8383879558600777,245.69196761635587
CCCCCCCCCCCCCCC,6.099078160343022,3.9767036868339334,257.4281971258819
C=CCCCCCCCCCCCC,5.878065950505613,3.906395384580975,253.3324856925142
C1CCC2CCCCC2C1,3.1760738493299217,4.092699346936403,319.07053873646623
C1CCC2CCCC2C1,2.9514062009577913,4.056601330213677,311.97906592508104
CCCCCCCCCCC1CCCCC1,6.292987347420279,3.938598482630737,266.7843998249655
C=CCCCCCCCCCCCCCC,6.051590319796157,4.044698022479994,264.8775380755404
C1CCCC1,2.3962504294258484,3.6923855708995577,263.76776837120764
[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],2.5612233124422064,3.578605906585153,280.72070968151615
C[Sn](C)(C)C,3.027783045577176,3.889875454185809,243.49160971072524
C[Ge](C)(C)C,2.2987228795341927,4.2300485205447105,256.7889943258688
CCCCCS,2.59493022125868,4.049579861803439,301.05792438258374
C=CCCC,2.606186696247449,3.724592247691576,232.49817471215707
CC(C)C,2.1890404520748508,3.800836229663528,220.2529961754516
CCOC(=O)OCC,4.023818325640645,3.416500221824643,243.2313325924124
CCCOB(OCCC)OCCC,5.389370387539166,3.784963948806281,228.23728553519425
CC(C)OB(OC(C)C)OC(C)C,5.9249749408272825,3.6705628564253994,197.64206379732747
CCCCOB(OCCCC)OCCCC,7.720532668948204,3.5948536730050935,216.28553720689428
CC(C)COB(OCC(C)C)OCC(C)C,6.824563058761598,3.758034863136771,216.78574043780017
C=Cc1ccccc1,3.0469442427181006,3.7279422543170218,298.01200448878956
O=CO,1.5462165507336438,3.265083924911779,439.8186618294977
CC(=O)O,3.241371133987371,2.887328436568481,285.06631588522714
FCF,2.6031433761257494,2.748853529704643,180.27244552921528
CCCCl,2.533093895533988,3.534245638010085,254.92127116632173
CCCCCl,2.8360253966086613,3.630401575653389,260.1075648452676
CCCCCCCl,3.5396668334153047,3.728216080061072,263.111953777251
CCCCCCCCl,4.098800505881876,3.696097899915798,257.3422101691674
CCCCCCCCCl,4.185829509982257,3.8095409114942553,266.4450046018488
CCCCCCCCCCl,4.796424969316194,3.758921155161848,259.4229326716573
CCCCCCCCCCCl,5.178193437163829,3.776539305073396,259.3215459962637
CCCCCCCCCCCCl,5.45383154619453,3.816568748576739,262.09075837301447
CCCCCCCCCCCCCl,6.608897451141441,3.6599632096534114,246.69550714452936
CCCCCCCCCCCCCCCl,6.227653517170795,3.927915729402139,268.66851762407964
CCCCCCCCCCCCCCCCCl,6.352560188661243,4.069815252969738,278.0557889160098
CCCCCCCCCO,3.420305752522746,4.186078885060404,287.1917031066281
CCCCCCCCCCCCCCCCO,5.793814618421128,4.176525471000415,284.7704918311134
OC1CCCCC1,3.0265073886473117,3.676367831728552,293.16541144663097
CCCCCC(=O)OC,4.459750932205554,3.532152314154864,241.33793790875347
CCCCCCCC(=O)OC,5.200644809427528,3.606599063282037,242.7338523749601
CCCCCCCCCC(=O)OC,5.674277770467529,3.724662046764772,248.6401333738007
CCCCCCCCCCCCCC(=O)OC,7.020139084088354,3.815986955275477,254.31730919181288
